RA,NOME,REGIONAl,CodRegional,Marca,CodMarca,Campus,CodCampus
13137848,Luiz Otávio Peixoto,Nordeste,2,IES BA,4,Campus BA 2,21
13137849,João Guilherme Silva,Nordeste,2,IES RN,5,Campus RN 2,22
13137850,Dr. Juan Almeida,Nordeste,2,IES SE,6,Campus SE 2,23
13137851,Giovanna Araújo,Nordeste,2,IES AL,7,Campus AL 2,24
13137852,Murilo Gomes,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137853,Pedro Pereira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137854,Luiz Miguel Nunes,Norte,1,IES AM,1,Campus AM 1,1
13137855,Dr. Heitor Souza,Norte,1,IES RR,2,Campus RR 1,2
13137856,Sra. Larissa das Neves,Norte,1,IES PA,3,Campus PA 1,3
13137857,Luiza Viana,Nordeste,2,IES BA,4,Campus BA 1,4
13137858,Emanuella Sales,Nordeste,2,IES RN,5,Campus RN 1,5
13137859,Calebe Azevedo,Nordeste,2,IES SE,6,Campus SE 1,6
13137860,Isabelly Aragão,Nordeste,2,IES AL,7,Campus AL 1,7
13137861,Isabella Pereira,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13137862,Raquel Farias,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13137863,Dr. Levi Almeida,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13137864,Dr. João Vitor Moreira,Sudeste,4,IES SP,11,Campus SP 1,11
13137865,Mariana Cardoso,Sudeste,4,IES ES,12,Campus ES 1,12
13137866,Luigi Pires,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137867,Maria Clara da Cunha,Sudeste,4,IES MG,14,Campus MG 1,14
13137868,Noah Nunes,Sul,5,IES RS,15,Campus RS 1,15
13137869,Amanda Peixoto,Sul,5,IES SC,16,Campus SC 1,16
13137870,Maysa Nunes,Sul,5,IES PR,17,Campus PR 1,17
13137871,Dr. Enzo Castro,Norte,1,IES AM,1,Campus AM 2,18
13137872,Matheus da Costa,Norte,1,IES RR,2,Campus RR 2,19
13137873,Sabrina Carvalho,Norte,1,IES PA,3,Campus PA 2,20
13137874,Nicole da Costa,Nordeste,2,IES BA,4,Campus BA 2,21
13137875,Isabelly da Conceição,Nordeste,2,IES RN,5,Campus RN 2,22
13137876,Dr. Enzo Gabriel da Costa,Nordeste,2,IES SE,6,Campus SE 2,23
13137877,Maria Aragão,Nordeste,2,IES AL,7,Campus AL 2,24
13137878,Pedro Rocha,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137879,Larissa Duarte,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137880,Diogo Jesus,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137881,Danilo Santos,Sudeste,4,IES SP,11,Campus SP 2,28
13137882,Gustavo Silveira,Sudeste,4,IES ES,12,Campus ES 2,29
13137883,Melissa Azevedo,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137884,Isabelly da Cunha,Sudeste,4,IES MG,14,Campus MG 2,31
13137885,Ana Sophia Pereira,Sul,5,IES RS,15,Campus RS 2,32
13137886,Dra. Alexia Castro,Sul,5,IES SC,16,Campus SC 2,33
13137887,Luiza Castro,Sul,5,IES PR,17,Campus PR 2,34
13137888,Enzo Barros,Norte,1,IES AM,1,Campus AM 3,35
13137889,Kaique Ramos,Norte,1,IES RR,2,Campus RR 3,36
13137890,Lavínia Rocha,Norte,1,IES PA,3,Campus PA 3,37
13137891,Breno Teixeira,Nordeste,2,IES BA,4,Campus BA 3,38
13137892,Levi Farias,Nordeste,2,IES RN,5,Campus RN 3,39
13137893,Dr. Matheus Sales,Nordeste,2,IES SE,6,Campus SE 3,40
13137894,Alexandre Costela,Nordeste,2,IES AL,7,Campus AL 3,41
13137895,Benjamin das Neves,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13137896,Rebeca Fogaça,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13137897,Dr. Anthony Alves,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13137898,Gabrielly Nunes,Sudeste,4,IES SP,11,Campus SP 3,45
13137899,Dra. Bárbara da Paz,Sudeste,4,IES ES,12,Campus ES 3,46
13137900,Maria Vitória Vieira,Sudeste,4,IES RJ,13,Campus RJ 3,47
13137901,Luiz Gustavo da Paz,Sudeste,4,IES MG,14,Campus MG 3,48
13137902,Sr. João Miguel Farias,Sul,5,IES RS,15,Campus RS 3,49
13137903,Dr. Enzo da Cruz,Sul,5,IES SC,16,Campus SC 3,50
13137904,Lavínia Vieira,Sul,5,IES PR,17,Campus PR 3,51
13137905,Nina Fogaça,Norte,1,IES AM,1,Campus AM 4,52
13137906,Dr. Noah Rezende,Norte,1,IES RR,2,Campus RR 4,53
13137907,Srta. Gabrielly Rezende,Norte,1,IES PA,3,Campus PA 4,54
13137908,Kamilly Moura,Nordeste,2,IES BA,4,Campus BA 4,55
13137909,Isabelly Alves,Nordeste,2,IES RN,5,Campus RN 4,56
13137910,Erick Pinto,Nordeste,2,IES SE,6,Campus SE 4,57
13137911,Amanda Alves,Nordeste,2,IES AL,7,Campus AL 4,58
13137912,Marina Silva,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13137913,Isis Peixoto,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13137914,Thiago Oliveira,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13137915,Maria Alice Vieira,Sudeste,4,IES SP,11,Campus SP 4,62
13137916,Ana Lívia da Mata,Sudeste,4,IES ES,12,Campus ES 4,63
13137917,Dra. Ana Sophia da Conceição,Sudeste,4,IES RJ,13,Campus RJ 4,64
13137918,Sofia Dias,Sudeste,4,IES SP,11,Campus SP 1,11
13137919,Isadora Castro,Sudeste,4,IES ES,12,Campus ES 1,12
13137920,Davi Lucca Castro,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137921,Emanuella Porto,Sudeste,4,IES MG,14,Campus MG 1,14
13137922,Levi Alves,Sul,5,IES RS,15,Campus RS 1,15
13137923,Dr. Erick Cavalcanti,Sul,5,IES SC,16,Campus SC 1,16
13137924,Anthony Campos,Sul,5,IES PR,17,Campus PR 1,17
13137925,Pedro Freitas,Norte,1,IES AM,1,Campus AM 2,18
13137926,Ana Vitória Cavalcanti,Norte,1,IES RR,2,Campus RR 2,19
13137927,Dra. Emanuelly Pereira,Norte,1,IES PA,3,Campus PA 2,20
13137928,Yago da Costa,Nordeste,2,IES BA,4,Campus BA 2,21
13137929,Clarice Teixeira,Nordeste,2,IES RN,5,Campus RN 2,22
13137930,Helena Rocha,Nordeste,2,IES SE,6,Campus SE 2,23
13137931,Bárbara Cardoso,Nordeste,2,IES AL,7,Campus AL 2,24
13137932,Marcela da Luz,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137933,Srta. Maria Julia Jesus,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137934,Luiza Ramos,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137935,Ryan Cavalcanti,Sudeste,4,IES SP,11,Campus SP 2,28
13137936,Raul da Cunha,Sudeste,4,IES ES,12,Campus ES 2,29
13137937,Rafael Castro,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137938,Sabrina Dias,Sudeste,4,IES SP,11,Campus SP 1,11
13137939,Breno Viana,Sudeste,4,IES ES,12,Campus ES 1,12
13137940,Isabel Dias,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137941,Benício Vieira,Sudeste,4,IES MG,14,Campus MG 1,14
13137942,Sr. Vitor Hugo Nunes,Sul,5,IES RS,15,Campus RS 1,15
13137943,Davi Barros,Sul,5,IES SC,16,Campus SC 1,16
13137944,Sra. Maria Clara Pereira,Sul,5,IES PR,17,Campus PR 1,17
13137945,Breno Azevedo,Norte,1,IES AM,1,Campus AM 2,18
13137946,João Vitor Pinto,Norte,1,IES RR,2,Campus RR 2,19
13137947,Olivia Rezende,Norte,1,IES PA,3,Campus PA 2,20
13137948,Laís Almeida,Nordeste,2,IES BA,4,Campus BA 2,21
13137949,Kamilly Araújo,Nordeste,2,IES RN,5,Campus RN 2,22
13137950,Matheus Fernandes,Nordeste,2,IES SE,6,Campus SE 2,23
13137951,Leandro da Conceição,Nordeste,2,IES AL,7,Campus AL 2,24
13137952,Yuri Pires,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137953,Sr. Matheus Porto,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137954,Luiz Fernando Lima,Norte,1,IES AM,1,Campus AM 1,1
13137955,Rodrigo Porto,Norte,1,IES RR,2,Campus RR 1,2
13137956,Kamilly da Cruz,Norte,1,IES PA,3,Campus PA 1,3
13137957,Dr. Luiz Felipe Viana,Nordeste,2,IES BA,4,Campus BA 1,4
13137958,Calebe da Rocha,Nordeste,2,IES RN,5,Campus RN 1,5
13137959,Dr. Kaique Viana,Nordeste,2,IES SE,6,Campus SE 1,6
13137960,Dr. João Cavalcanti,Nordeste,2,IES AL,7,Campus AL 1,7
13137961,Srta. Ana Cardoso,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13137962,Juliana Moraes,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13137963,André Duarte,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13137964,Sr. Otávio Moraes,Sudeste,4,IES SP,11,Campus SP 1,11
13137965,Sr. Caio Ferreira,Sudeste,4,IES ES,12,Campus ES 1,12
13137966,Gabriel Moraes,Sudeste,4,IES RJ,13,Campus RJ 1,13
13137967,Raquel Cavalcanti,Sudeste,4,IES MG,14,Campus MG 1,14
13137968,Manuela Pereira,Sul,5,IES RS,15,Campus RS 1,15
13137969,Nicole Lopes,Sul,5,IES SC,16,Campus SC 1,16
13137970,Alana Duarte,Sul,5,IES PR,17,Campus PR 1,17
13137971,Rodrigo Moura,Norte,1,IES AM,1,Campus AM 2,18
13137972,Caio Gomes,Norte,1,IES RR,2,Campus RR 2,19
13137973,Enrico Ferreira,Norte,1,IES PA,3,Campus PA 2,20
13137974,Ana Laura Dias,Nordeste,2,IES BA,4,Campus BA 2,21
13137975,Sophie Rocha,Nordeste,2,IES RN,5,Campus RN 2,22
13137976,Mariane Mendes,Nordeste,2,IES SE,6,Campus SE 2,23
13137977,Stella Martins,Nordeste,2,IES AL,7,Campus AL 2,24
13137978,Sr. Murilo Duarte,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13137979,Larissa Cardoso,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13137980,Daniela Ferreira,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13137981,Renan da Cunha,Sudeste,4,IES SP,11,Campus SP 2,28
13137982,Marcos Vinicius Cavalcanti,Sudeste,4,IES ES,12,Campus ES 2,29
13137983,Ana Fernandes,Sudeste,4,IES RJ,13,Campus RJ 2,30
13137984,Lorenzo Nunes,Sudeste,4,IES MG,14,Campus MG 2,31
13137985,Lucca Dias,Sul,5,IES RS,15,Campus RS 2,32
13137986,Breno da Costa,Sul,5,IES SC,16,Campus SC 2,33
13137987,Matheus da Conceição,Sul,5,IES PR,17,Campus PR 2,34
13137988,Alice Martins,Norte,1,IES AM,1,Campus AM 3,35
13137989,Srta. Maria Eduarda da Cunha,Norte,1,IES RR,2,Campus RR 3,36
13137990,Kaique Silveira,Norte,1,IES PA,3,Campus PA 3,37
13137991,Thomas Souza,Nordeste,2,IES BA,4,Campus BA 3,38
13137992,Sofia Aragão,Nordeste,2,IES RN,5,Campus RN 3,39
13137993,João Lucas Araújo,Nordeste,2,IES SE,6,Campus SE 3,40
13137994,Leandro Pinto,Nordeste,2,IES AL,7,Campus AL 3,41
13137995,João Gabriel Nascimento,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13137996,Davi Lucca Azevedo,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13137997,Cauã Silva,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13137998,Bárbara Gomes,Sudeste,4,IES SP,11,Campus SP 3,45
13137999,Camila Cunha,Sudeste,4,IES ES,12,Campus ES 3,46
13138000,Isabelly Cardoso,Sudeste,4,IES RJ,13,Campus RJ 3,47
13138001,Guilherme Pires,Sudeste,4,IES MG,14,Campus MG 3,48
13138002,Yasmin da Cunha,Sul,5,IES RS,15,Campus RS 3,49
13138003,Thales das Neves,Sul,5,IES SC,16,Campus SC 3,50
13138004,Laís Jesus,Sul,5,IES PR,17,Campus PR 3,51
13138005,Emanuel Mendes,Norte,1,IES AM,1,Campus AM 4,52
13138006,Gabriela Nascimento,Norte,1,IES RR,2,Campus RR 4,53
13138007,Thomas Costa,Norte,1,IES PA,3,Campus PA 4,54
13138008,Joana Martins,Nordeste,2,IES BA,4,Campus BA 4,55
13138009,Sra. Joana Aragão,Nordeste,2,IES RN,5,Campus RN 4,56
13138010,Maria Vitória Correia,Nordeste,2,IES SE,6,Campus SE 4,57
13138011,Sr. Vinicius Correia,Nordeste,2,IES AL,7,Campus AL 4,58
13138012,Lívia da Mota,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13138013,Lívia Correia,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13138014,Sra. Maria Clara Moura,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13138015,Sr. Vicente Castro,Sudeste,4,IES SP,11,Campus SP 4,62
13138016,Theo Oliveira,Sudeste,4,IES ES,12,Campus ES 4,63
13138017,Srta. Juliana Araújo,Sudeste,4,IES RJ,13,Campus RJ 4,64
13138018,Emilly da Mota,Sudeste,4,IES SP,11,Campus SP 1,11
13138019,Leandro Farias,Sudeste,4,IES ES,12,Campus ES 1,12
13138020,Luana Viana,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138021,Ana Júlia Freitas,Sudeste,4,IES MG,14,Campus MG 1,14
13138022,Stephany Castro,Sul,5,IES RS,15,Campus RS 1,15
13138023,Antônio Barbosa,Sul,5,IES SC,16,Campus SC 1,16
13138024,Ana Clara Nunes,Sul,5,IES PR,17,Campus PR 1,17
13138025,Luana Silveira,Norte,1,IES AM,1,Campus AM 2,18
13138026,Sr. Davi Lucca da Costa,Norte,1,IES RR,2,Campus RR 2,19
13138027,Emanuel Rodrigues,Norte,1,IES PA,3,Campus PA 2,20
13138028,Murilo Nascimento,Nordeste,2,IES BA,4,Campus BA 2,21
13138029,João Felipe Souza,Nordeste,2,IES RN,5,Campus RN 2,22
13138030,Srta. Maria Julia Ferreira,Nordeste,2,IES SE,6,Campus SE 2,23
13138031,Alexandre Nascimento,Nordeste,2,IES AL,7,Campus AL 2,24
13138032,Davi Luiz Sales,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138033,Sr. Eduardo Ramos,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138034,Renan Carvalho,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138035,Marcela da Cunha,Sudeste,4,IES SP,11,Campus SP 2,28
13138036,Ana Lívia Gomes,Sudeste,4,IES ES,12,Campus ES 2,29
13138037,Dr. Leonardo da Rosa,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138038,Lorenzo Silveira,Sudeste,4,IES SP,11,Campus SP 1,11
13138039,Nicolas Cardoso,Sudeste,4,IES ES,12,Campus ES 1,12
13138040,Dr. Isaac da Mota,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138041,Enzo Gabriel Costa,Sudeste,4,IES MG,14,Campus MG 1,14
13138042,Dra. Marcela Souza,Sul,5,IES RS,15,Campus RS 1,15
13138043,Eduardo Monteiro,Sul,5,IES SC,16,Campus SC 1,16
13138044,Mariana Cardoso,Sul,5,IES PR,17,Campus PR 1,17
13138045,Sr. Ryan Moura,Norte,1,IES AM,1,Campus AM 2,18
13138046,João Vitor Jesus,Norte,1,IES RR,2,Campus RR 2,19
13138047,Fernanda Caldeira,Norte,1,IES PA,3,Campus PA 2,20
13138048,Melissa da Rosa,Nordeste,2,IES BA,4,Campus BA 2,21
13138049,Alexia Moraes,Nordeste,2,IES RN,5,Campus RN 2,22
13138050,Alice Carvalho,Nordeste,2,IES SE,6,Campus SE 2,23
13138051,Dra. Lorena Ramos,Nordeste,2,IES AL,7,Campus AL 2,24
13138052,Yago da Rosa,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138053,Luiza Peixoto,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138054,João Moraes,Norte,1,IES AM,1,Campus AM 1,1
13138055,Danilo Teixeira,Norte,1,IES RR,2,Campus RR 1,2
13138056,Srta. Maria Sales,Norte,1,IES PA,3,Campus PA 1,3
13138057,Maria Alice Teixeira,Nordeste,2,IES BA,4,Campus BA 1,4
13138058,Davi Lucca Rocha,Nordeste,2,IES RN,5,Campus RN 1,5
13138059,Lavínia Mendes,Nordeste,2,IES SE,6,Campus SE 1,6
13138060,Leandro Ramos,Nordeste,2,IES AL,7,Campus AL 1,7
13138061,Ana Carolina da Conceição,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13138062,João Felipe Rezende,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13138063,Vinicius Porto,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13138064,Renan Martins,Sudeste,4,IES SP,11,Campus SP 1,11
13138065,Sofia Sales,Sudeste,4,IES ES,12,Campus ES 1,12
13138066,Marina da Rosa,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138067,Theo da Cruz,Sudeste,4,IES MG,14,Campus MG 1,14
13138068,Isabel Silva,Sul,5,IES RS,15,Campus RS 1,15
13138069,Maria Julia Oliveira,Sul,5,IES SC,16,Campus SC 1,16
13138070,Vitória Azevedo,Sul,5,IES PR,17,Campus PR 1,17
13138071,Heitor Cavalcanti,Norte,1,IES AM,1,Campus AM 2,18
13138072,Isabel Cavalcanti,Norte,1,IES RR,2,Campus RR 2,19
13138073,Sra. Catarina Costa,Norte,1,IES PA,3,Campus PA 2,20
13138074,Danilo Carvalho,Nordeste,2,IES BA,4,Campus BA 2,21
13138075,Guilherme Cavalcanti,Nordeste,2,IES RN,5,Campus RN 2,22
13138076,Sr. Felipe Freitas,Nordeste,2,IES SE,6,Campus SE 2,23
13138077,Sra. Luana da Cunha,Nordeste,2,IES AL,7,Campus AL 2,24
13138078,Luiz Fernando Costela,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138079,Sr. João Pedro Cunha,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138080,André Souza,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138081,Erick Carvalho,Sudeste,4,IES SP,11,Campus SP 2,28
13138082,Marcos Vinicius Azevedo,Sudeste,4,IES ES,12,Campus ES 2,29
13138083,Luana Nunes,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138084,Vinicius Porto,Sudeste,4,IES MG,14,Campus MG 2,31
13138085,Sarah Campos,Sul,5,IES RS,15,Campus RS 2,32
13138086,Ana Sophia Viana,Sul,5,IES SC,16,Campus SC 2,33
13138087,Diogo Carvalho,Sul,5,IES PR,17,Campus PR 2,34
13138088,Igor Rodrigues,Norte,1,IES AM,1,Campus AM 3,35
13138089,Juliana Jesus,Norte,1,IES RR,2,Campus RR 3,36
13138090,Evelyn Rocha,Norte,1,IES PA,3,Campus PA 3,37
13138091,Rafaela Pires,Nordeste,2,IES BA,4,Campus BA 3,38
13138092,Eduarda Lima,Nordeste,2,IES RN,5,Campus RN 3,39
13138093,Clarice Novaes,Nordeste,2,IES SE,6,Campus SE 3,40
13138094,Beatriz Moraes,Nordeste,2,IES AL,7,Campus AL 3,41
13138095,Sr. Thiago da Rosa,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13138096,Larissa Costela,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13138097,Brenda Jesus,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13138098,Sra. Nina Ferreira,Sudeste,4,IES SP,11,Campus SP 3,45
13138099,Isabella Vieira,Sudeste,4,IES ES,12,Campus ES 3,46
13138100,João Gabriel Farias,Sudeste,4,IES RJ,13,Campus RJ 3,47
13138101,Sra. Ana Beatriz Silva,Sudeste,4,IES MG,14,Campus MG 3,48
13138102,Emanuella Cardoso,Sul,5,IES RS,15,Campus RS 3,49
13138103,Dr. Levi Pires,Sul,5,IES SC,16,Campus SC 3,50
13138104,Valentina Barbosa,Sul,5,IES PR,17,Campus PR 3,51
13138105,João Guilherme Barros,Norte,1,IES AM,1,Campus AM 4,52
13138106,Vitor Hugo Nogueira,Norte,1,IES RR,2,Campus RR 4,53
13138107,Maria Eduarda Costela,Norte,1,IES PA,3,Campus PA 4,54
13138108,Juliana Vieira,Nordeste,2,IES BA,4,Campus BA 4,55
13138109,Otávio Ramos,Nordeste,2,IES RN,5,Campus RN 4,56
13138110,Rafael da Conceição,Nordeste,2,IES SE,6,Campus SE 4,57
13138111,Henrique Vieira,Nordeste,2,IES AL,7,Campus AL 4,58
13138112,Maria Sophia Silva,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13138113,Thomas Carvalho,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13138114,Bruna Freitas,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13138115,Ana Vitória da Conceição,Sudeste,4,IES SP,11,Campus SP 4,62
13138116,Felipe Rezende,Sudeste,4,IES ES,12,Campus ES 4,63
13138117,Melissa da Costa,Sudeste,4,IES RJ,13,Campus RJ 4,64
13138118,Ana Carolina da Mota,Sudeste,4,IES SP,11,Campus SP 1,11
13138119,Isaac Melo,Sudeste,4,IES ES,12,Campus ES 1,12
13138120,Thomas Duarte,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138121,Gabriela Oliveira,Sudeste,4,IES MG,14,Campus MG 1,14
13138122,Dr. Yuri das Neves,Sul,5,IES RS,15,Campus RS 1,15
13138123,Vitor Hugo Jesus,Sul,5,IES SC,16,Campus SC 1,16
13138124,Kaique Jesus,Sul,5,IES PR,17,Campus PR 1,17
13138125,Srta. Giovanna Fogaça,Norte,1,IES AM,1,Campus AM 2,18
13138126,Ryan Rocha,Norte,1,IES RR,2,Campus RR 2,19
13138127,Sr. Thales Fernandes,Norte,1,IES PA,3,Campus PA 2,20
13138128,Srta. Joana Peixoto,Nordeste,2,IES BA,4,Campus BA 2,21
13138129,Julia Nogueira,Nordeste,2,IES RN,5,Campus RN 2,22
13138130,Maria Vitória Duarte,Nordeste,2,IES SE,6,Campus SE 2,23
13138131,Samuel da Rocha,Nordeste,2,IES AL,7,Campus AL 2,24
13138132,Ana Júlia Ramos,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138133,Henrique Araújo,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138134,Leonardo Vieira,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138135,Sra. Alícia Martins,Sudeste,4,IES SP,11,Campus SP 2,28
13138136,Sra. Melissa das Neves,Sudeste,4,IES ES,12,Campus ES 2,29
13138137,Davi Luiz Teixeira,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138138,Theo Duarte,Sudeste,4,IES SP,11,Campus SP 1,11
13138139,Juan Ramos,Sudeste,4,IES ES,12,Campus ES 1,12
13138140,Joana Melo,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138141,Joana da Rosa,Sudeste,4,IES MG,14,Campus MG 1,14
13138142,Vinicius Lopes,Sul,5,IES RS,15,Campus RS 1,15
13138143,Helena da Costa,Sul,5,IES SC,16,Campus SC 1,16
13138144,Dr. Gustavo Teixeira,Sul,5,IES PR,17,Campus PR 1,17
13138145,Davi Almeida,Norte,1,IES AM,1,Campus AM 2,18
13138146,Luiza Vieira,Norte,1,IES RR,2,Campus RR 2,19
13138147,Luiz Fernando Ribeiro,Norte,1,IES PA,3,Campus PA 2,20
13138148,Isaac das Neves,Nordeste,2,IES BA,4,Campus BA 2,21
13138149,Rafaela Monteiro,Nordeste,2,IES RN,5,Campus RN 2,22
13138150,Ana Carolina Monteiro,Nordeste,2,IES SE,6,Campus SE 2,23
13138151,Srta. Júlia da Luz,Nordeste,2,IES AL,7,Campus AL 2,24
13138152,Valentina Cardoso,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138153,Davi Lucas Oliveira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138154,Sophia Santos,Norte,1,IES AM,1,Campus AM 1,1
13138155,Vitória Novaes,Norte,1,IES RR,2,Campus RR 1,2
13138156,João Freitas,Norte,1,IES PA,3,Campus PA 1,3
13138157,Luna da Mata,Nordeste,2,IES BA,4,Campus BA 1,4
13138158,Sr. Felipe Farias,Nordeste,2,IES RN,5,Campus RN 1,5
13138159,Dr. Marcelo Pereira,Nordeste,2,IES SE,6,Campus SE 1,6
13138160,Caroline Fernandes,Nordeste,2,IES AL,7,Campus AL 1,7
13138161,Luiz Miguel Oliveira,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13138162,Sophie Ferreira,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13138163,Sr. Renan da Mota,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13138164,Vicente Vieira,Sudeste,4,IES SP,11,Campus SP 1,11
13138165,Dr. Francisco Farias,Sudeste,4,IES ES,12,Campus ES 1,12
13138166,Nicole Nunes,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138167,Milena Almeida,Sudeste,4,IES MG,14,Campus MG 1,14
13138168,Maria Cavalcanti,Sul,5,IES RS,15,Campus RS 1,15
13138169,Cauã Viana,Sul,5,IES SC,16,Campus SC 1,16
13138170,Vicente da Conceição,Sul,5,IES PR,17,Campus PR 1,17
13138171,Evelyn Ramos,Norte,1,IES AM,1,Campus AM 2,18
13138172,Cauê Cardoso,Norte,1,IES RR,2,Campus RR 2,19
13138173,Kamilly da Conceição,Norte,1,IES PA,3,Campus PA 2,20
13138174,Srta. Maria Eduarda Martins,Nordeste,2,IES BA,4,Campus BA 2,21
13138175,Anthony da Luz,Nordeste,2,IES RN,5,Campus RN 2,22
13138176,Pietro Pires,Nordeste,2,IES SE,6,Campus SE 2,23
13138177,Sra. Ana Laura Peixoto,Nordeste,2,IES AL,7,Campus AL 2,24
13138178,Alexandre Teixeira,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138179,Luiz Felipe Porto,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138180,Ryan da Mata,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138181,Srta. Maria Cecília da Conceição,Sudeste,4,IES SP,11,Campus SP 2,28
13138182,Lucas Gabriel Fernandes,Sudeste,4,IES ES,12,Campus ES 2,29
13138183,Sr. Matheus Ramos,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138184,Maria Julia Barbosa,Sudeste,4,IES MG,14,Campus MG 2,31
13138185,Sophia Melo,Sul,5,IES RS,15,Campus RS 2,32
13138186,Diogo Freitas,Sul,5,IES SC,16,Campus SC 2,33
13138187,Bruno Silveira,Sul,5,IES PR,17,Campus PR 2,34
13138188,Pedro Moreira,Norte,1,IES AM,1,Campus AM 3,35
13138189,Noah Cavalcanti,Norte,1,IES RR,2,Campus RR 3,36
13138190,Rafaela Lopes,Norte,1,IES PA,3,Campus PA 3,37
13138191,Rafael Vieira,Nordeste,2,IES BA,4,Campus BA 3,38
13138192,Julia Caldeira,Nordeste,2,IES RN,5,Campus RN 3,39
13138193,Antônio Rocha,Nordeste,2,IES SE,6,Campus SE 3,40
13138194,Raquel Moreira,Nordeste,2,IES AL,7,Campus AL 3,41
13138195,Thales Correia,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13138196,Miguel da Mata,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13138197,Bernardo Nunes,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13138198,Maria Julia das Neves,Sudeste,4,IES SP,11,Campus SP 3,45
13138199,Vitor Gabriel Aragão,Sudeste,4,IES ES,12,Campus ES 3,46
13138200,Luiza Dias,Sudeste,4,IES RJ,13,Campus RJ 3,47
